"","animal_project_code","acoustic_tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections"
"166","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-08 03:48:00,2019-02-08 21:05:00,932
"167","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-09 11:20:00,2019-02-10 02:43:00,842
"168","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-10 05:25:00,2019-02-10 05:25:00,1
"169","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-10 07:01:00,2019-02-10 07:02:00,2
"170","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-10 09:48:00,2019-02-10 10:06:00,2
"171","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-11 21:13:00,2019-02-11 21:17:00,4
"172","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-11 23:13:00,2019-02-11 23:13:00,1
"173","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-12 03:48:00,2019-02-12 10:20:00,173
"174","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-12 21:15:00,2019-02-13 23:34:00,1419
"175","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-14 06:33:00,2019-02-14 11:23:00,127
"176","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-14 19:22:00,2019-02-18 14:37:00,4988
"177","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-19 01:20:00,2019-02-20 08:39:00,1689
"178","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-20 21:39:00,2019-02-28 23:54:00,10639
"179","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-01 10:16:00,2019-03-04 05:29:00,3661
"180","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-05 04:17:00,2019-03-06 12:10:00,1586
"181","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-07 07:11:00,2019-03-07 07:54:00,5
"182","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-07 20:38:00,2019-03-07 21:10:00,6
"183","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-08 00:39:00,2019-03-08 00:47:00,8
"184","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-08 21:15:00,2019-03-08 21:28:00,13
"185","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-09 23:31:00,2019-03-09 23:38:00,8
"186","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-13 07:09:00,2019-03-13 09:01:00,83
"187","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-13 21:49:00,2019-03-14 08:23:00,260
"188","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-17 09:05:00,2019-03-17 10:02:00,15
"189","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-19 05:58:00,2019-03-22 05:10:00,3875
"190","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-23 04:31:00,2019-03-29 22:21:00,8853
"191","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-30 12:45:00,2019-04-07 12:26:00,10525
"192","DAK","A69-1602-10828","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-04-07 23:04:00,2019-04-25 13:41:00,23083
